response_id,age_group,customer_stage,channel,cluster,cluster_group,complaint,severity,existing_insurance,consultation_needed
410,30대,상품 비교,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,3,있음,예
411,50대 이상,정보 탐색,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,없음,예
412,50대 이상,상담,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,없음,아니오
413,20대,상품 비교,오프라인,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,5,있음,아니오
414,20대,상담,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,없음,아니오
415,20대,상담,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,3,없음,아니오
416,30대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,있음,아니오
417,30대,상품 비교,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,4,없음,아니오
418,30대,가입 검토,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,예
419,40대,정보 탐색,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,예
420,40대,상담,오프라인,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,없음,아니오
421,30대,정보 탐색,웹,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,5,없음,예
422,30대,상품 비교,오프라인,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,없음,아니오
423,40대,상품 비교,오프라인,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,있음,아니오
424,50대 이상,정보 탐색,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,3,있음,아니오
425,50대 이상,정보 탐색,전화,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,있음,예
426,20대,정보 탐색,오프라인,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,아니오
427,20대,상담,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,없음,아니오
428,30대,상담,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,없음,예
429,50대 이상,가입 검토,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,아니오
430,40대,상품 비교,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,있음,아니오
431,30대,정보 탐색,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,있음,아니오
432,30대,상품 비교,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,있음,예
433,30대,정보 탐색,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,2,없음,예
434,50대 이상,상품 비교,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,5,있음,예
435,20대,상담,웹,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,있음,아니오
436,50대 이상,정보 탐색,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,없음,예
437,40대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,없음,예
438,20대,상품 비교,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,3,있음,아니오
439,40대,가입 검토,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,아니오
440,20대,상담,웹,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,있음,아니오
441,20대,정보 탐색,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,있음,아니오
442,40대,가입 검토,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,아니오
443,40대,정보 탐색,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,아니오
444,20대,상품 비교,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,있음,아니오
445,40대,상품 비교,모바일,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,3,있음,예
446,50대 이상,정보 탐색,모바일,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,4,있음,아니오
447,30대,가입 검토,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,예
448,30대,정보 탐색,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,아니오
449,30대,상품 비교,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,있음,아니오
450,50대 이상,상품 비교,전화,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,아니오
451,20대,가입 검토,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,없음,아니오
452,40대,상품 비교,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,있음,아니오
453,30대,정보 탐색,웹,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,3,없음,아니오
454,30대,정보 탐색,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,예
455,30대,상품 비교,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,있음,예
456,20대,가입 검토,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,있음,아니오
457,50대 이상,가입 검토,오프라인,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,없음,예
458,50대 이상,상담,모바일,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,4,없음,예
459,30대,상품 비교,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,아니오
460,20대,정보 탐색,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,예
461,20대,상담,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,있음,예
462,40대,정보 탐색,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,예
463,50대 이상,정보 탐색,모바일,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,4,없음,예
464,40대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,예
465,50대 이상,상담,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,없음,예
466,40대,상품 비교,오프라인,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,없음,아니오
467,30대,가입 검토,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,없음,예
468,30대,가입 검토,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,2,없음,예
469,40대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,4,있음,예
470,30대,정보 탐색,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,있음,아니오
471,40대,상품 비교,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,없음,예
472,50대 이상,상담,전화,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,없음,아니오
473,30대,상품 비교,웹,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,아니오
474,20대,가입 검토,모바일,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,없음,아니오
475,40대,정보 탐색,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,아니오
476,40대,상품 비교,전화,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,예
477,20대,상담,전화,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,있음,아니오
478,50대 이상,정보 탐색,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,있음,아니오
479,20대,상담,전화,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,2,있음,아니오
480,50대 이상,정보 탐색,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,없음,예
481,50대 이상,가입 검토,전화,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,있음,아니오
482,20대,상품 비교,전화,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,있음,아니오
483,20대,상품 비교,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,5,있음,아니오
484,20대,상품 비교,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,있음,예
485,20대,정보 탐색,오프라인,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,있음,예
486,20대,상담,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,아니오
487,30대,상품 비교,오프라인,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,아니오
488,30대,상품 비교,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,예
489,30대,가입 검토,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,아니오
490,30대,가입 검토,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,있음,아니오
491,30대,가입 검토,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,없음,예
492,40대,가입 검토,오프라인,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,없음,아니오
493,40대,상담,웹,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,있음,아니오
494,30대,정보 탐색,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,없음,예
495,20대,상품 비교,오프라인,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,예
496,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,아니오
497,40대,가입 검토,웹,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,4,있음,아니오
498,50대 이상,가입 검토,오프라인,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,있음,예
499,40대,상담,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,있음,예
500,50대 이상,가입 검토,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,없음,예
501,20대,정보 탐색,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,없음,예
502,20대,가입 검토,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,3,없음,아니오
503,40대,가입 검토,웹,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,있음,예
504,20대,상품 비교,오프라인,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,없음,아니오
505,30대,가입 검토,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,있음,아니오
506,20대,상담,오프라인,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,없음,아니오
507,50대 이상,상품 비교,오프라인,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,있음,예
508,30대,가입 검토,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,있음,아니오
509,50대 이상,상품 비교,모바일,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,3,없음,예
510,20대,상품 비교,전화,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,3,없음,아니오
511,50대 이상,상품 비교,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,없음,예
512,20대,가입 검토,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,3,있음,아니오
513,40대,상담,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,5,없음,예
514,30대,정보 탐색,웹,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,4,없음,아니오
515,20대,정보 탐색,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,있음,예
516,30대,상품 비교,웹,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,없음,아니오
517,50대 이상,가입 검토,오프라인,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,5,없음,예
518,30대,상담,웹,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,없음,아니오
519,50대 이상,상품 비교,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,있음,예
520,40대,정보 탐색,전화,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,없음,아니오
521,20대,상품 비교,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,예
522,20대,가입 검토,웹,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,있음,아니오
523,40대,상품 비교,웹,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,있음,예
524,20대,상품 비교,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,있음,아니오
525,40대,상담,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,4,있음,예
526,30대,가입 검토,전화,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,없음,아니오
527,30대,정보 탐색,전화,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,5,없음,아니오
528,20대,정보 탐색,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,4,있음,예
529,20대,가입 검토,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,5,없음,아니오
530,20대,상품 비교,전화,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,5,없음,예
531,20대,상품 비교,웹,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,없음,예
532,20대,가입 검토,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,4,없음,아니오
533,50대 이상,정보 탐색,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,4,없음,아니오
534,20대,상품 비교,모바일,상담 질문 준비,상담,내 상황에 맞는 상담 질문을 미리 준비하고 싶다.,3,없음,아니오
535,50대 이상,상담,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,있음,예
536,20대,상품 비교,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,5,있음,예
537,20대,정보 탐색,웹,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,없음,아니오
538,30대,상품 비교,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,예
539,30대,상품 비교,웹,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,5,없음,예
540,50대 이상,상담,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,아니오
541,20대,상담,전화,상담 정보 전달,상담,상담사에게 내 보험 상황을 매번 처음부터 설명해야 한다.,2,있음,예
542,40대,상품 비교,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,없음,아니오
543,30대,정보 탐색,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,2,없음,예
544,40대,상담,전화,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,아니오
545,30대,정보 탐색,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,2,없음,아니오
546,30대,정보 탐색,웹,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,3,있음,아니오
547,40대,정보 탐색,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,없음,예
548,50대 이상,상담,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,5,없음,예
549,30대,상품 비교,웹,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,있음,예
550,40대,가입 검토,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,있음,아니오
551,30대,상품 비교,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,3,없음,아니오
552,30대,가입 검토,웹,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,없음,예
553,30대,상품 비교,모바일,갱신 조건,주의사항,갱신 주기와 보험료 변동 조건을 찾기 어렵다.,4,있음,예
554,50대 이상,정보 탐색,전화,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,4,있음,예
555,20대,정보 탐색,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,4,있음,아니오
556,30대,상품 비교,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,3,없음,아니오
557,40대,상품 비교,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,예
558,50대 이상,정보 탐색,오프라인,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,아니오
559,30대,정보 탐색,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,4,있음,아니오
560,20대,상품 비교,모바일,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,4,없음,아니오
561,30대,정보 탐색,웹,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,3,있음,아니오
562,50대 이상,상담,전화,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,있음,예
563,20대,상담,웹,보험료 비교,상품 비교,보험료만 봐서는 가격 차이가 왜 나는지 모르겠다.,5,없음,아니오
564,30대,정보 탐색,웹,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,3,있음,예
565,40대,가입 검토,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,4,있음,아니오
566,30대,상품 비교,오프라인,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,있음,예
567,20대,가입 검토,모바일,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,3,있음,예
568,20대,정보 탐색,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,없음,예
569,30대,가입 검토,웹,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,3,있음,예
570,50대 이상,가입 검토,모바일,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,2,없음,아니오
571,30대,가입 검토,모바일,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,있음,예
572,30대,정보 탐색,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,없음,아니오
573,50대 이상,상품 비교,웹,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,4,있음,아니오
574,30대,상품 비교,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,4,있음,아니오
575,30대,상품 비교,전화,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,4,없음,아니오
576,20대,상품 비교,모바일,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,2,있음,아니오
577,50대 이상,가입 검토,전화,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,4,없음,아니오
578,20대,상품 비교,전화,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,없음,아니오
579,20대,가입 검토,웹,갱신 조건,주의사항,갱신형 상품의 장기 비용을 예측하기 어렵다.,4,없음,아니오
580,50대 이상,상품 비교,웹,전문용어 이해,정보 이해,약관의 전문 표현을 일상적인 말로 바꿔서 보고 싶다.,5,없음,아니오
581,40대,상담,전화,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,있음,아니오
582,50대 이상,상품 비교,웹,보험료 비교,상품 비교,월 납입액과 보장 수준을 함께 비교할 수 있으면 좋겠다.,4,있음,예
583,30대,가입 검토,모바일,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
584,30대,가입 검토,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,있음,예
585,20대,상품 비교,웹,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,5,없음,예
586,20대,정보 탐색,오프라인,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,5,없음,예
587,30대,정보 탐색,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,없음,아니오
588,20대,가입 검토,모바일,상품 보장 비교,상품 비교,상품 A와 상품 B의 보장 차이를 같은 기준으로 비교하기 어렵다.,3,없음,예
589,30대,가입 검토,전화,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
590,50대 이상,상품 비교,웹,전문용어 이해,정보 이해,갱신형과 비갱신형 같은 전문용어를 쉽게 설명해 줬으면 좋겠다.,5,있음,아니오
591,30대,상품 비교,전화,상담 정보 전달,상담,상담할 때 내가 궁금한 내용을 정리해서 전달하기 어렵다.,3,있음,아니오
592,20대,정보 탐색,웹,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,4,있음,아니오
593,40대,상담,오프라인,보장 제외 조건,주의사항,기존 질환이 있으면 어떤 보장이 제외되는지 불안하다.,4,없음,아니오
594,30대,정보 탐색,웹,상담 질문 준비,상담,상담 전에 무엇을 물어봐야 할지 모르겠다.,3,있음,아니오
595,40대,상담,전화,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,4,없음,아니오
596,30대,가입 검토,모바일,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,5,있음,아니오
597,20대,상품 비교,모바일,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,4,있음,아니오
598,30대,가입 검토,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,5,없음,예
599,20대,상품 비교,웹,상담 정보 전달,상담,상담 전에 기본 정보를 정리해 상담 시간을 줄이고 싶다.,2,없음,예
600,30대,가입 검토,모바일,보장 범위 이해,정보 이해,암 진단을 받으면 실제로 얼마를 받는지 모르겠다.,4,있음,예
601,40대,상품 비교,모바일,상품 보장 비교,상품 비교,상품별 보장 항목과 지급 조건을 나란히 보고 싶다.,3,있음,예
602,40대,상담,전화,보장 범위 이해,정보 이해,이 상품이 어떤 상황을 보장하는지 한눈에 이해하기 어렵다.,5,없음,아니오
603,30대,정보 탐색,모바일,상담 질문 준비,상담,상품을 고르기 전에 확인할 질문 목록이 필요하다.,2,없음,아니오
604,50대 이상,가입 검토,모바일,상품 보장 비교,상품 비교,어떤 상품의 보장 범위가 더 넓은지 모르겠다.,3,없음,아니오
605,20대,가입 검토,전화,보험료 비교,상품 비교,내 예산에 맞는 상품인지 보험료를 비교하기 어렵다.,3,없음,예
606,30대,상품 비교,전화,보장 제외 조건,주의사항,면책기간과 보장 제외 항목을 먼저 확인하고 싶다.,3,있음,예
607,20대,상담,웹,전문용어 이해,정보 이해,보험 용어가 너무 어려워서 무슨 뜻인지 모르겠다.,4,없음,예
608,20대,가입 검토,오프라인,보장 범위 이해,정보 이해,보장 내용을 사례 중심의 쉬운 설명으로 보고 싶다.,3,없음,아니오
609,40대,정보 탐색,모바일,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,4,있음,아니오
610,20대,상담,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,없음,아니오
611,30대,상담,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,5,있음,아니오
612,20대,상품 비교,모바일,갱신 조건,주의사항,갱신 시 보험료가 얼마나 오를 수 있는지 명확히 알고 싶다.,4,있음,아니오
613,30대,상담,웹,보장 제외 조건,주의사항,보장되지 않는 조건이 설명서 뒤쪽에 있어 찾기 어렵다.,5,있음,예
